num;utterance;child;age;skipped;reconstructed;bow;gold;prediction;chance;controlledscore
297;[<__main__.Word instance at 0x110bf1638>];Ethan;1_6;True;NaN;NaN;kiss;NaN;NaN;NaN
298;[<__main__.Word instance at 0x110bf1710>];Ethan;1_6;True;NaN;NaN;hug;NaN;NaN;NaN
299;[<__main__.Word instance at 0x110bf17e8>];Ethan;1_6;False;True;[['mommy']];mommy;mommy;1.0;0.0
300;[<__main__.Word instance at 0x110bf18c0>];Ethan;1_6;False;True;[['mommy']];mommy;mommy;1.0;0.0
301;"[<__main__.Word instance at 0x110bf1998>
 <__main__.Word instance at 0x110bf1758>]";Ethan;1_6;False;True;[['bottle'], ['bottle']];bottlebottle;bottlebottle;0.5;0.69314718056
302;"[<__main__.Word instance at 0x110bf1908>
 <__main__.Word instance at 0x110bf1ab8>]";Ethan;1_6;False;True;[['milk'], ['milk']];milkmilk;milkmilk;0.5;0.69314718056
303;[<__main__.Word instance at 0x110bf1cb0>];Ethan;1_6;False;True;[['milk']];milk;milk;1.0;0.0
304;"[<__main__.Word instance at 0x110bf1dd0>
 <__main__.Word instance at 0x110bf1b48>
 <__main__.Word instance at 0x110bf1e18>]";Ethan;1_6;False;False;[['but'], ['I'], ['want']];butIwant;Iwantbut;0.166666666667;-0.182321556794
305;"[<__main__.Word instance at 0x110bf1cf8>
 <__main__.Word instance at 0x110bf13f8>]";Ethan;1_6;False;True;[['microphone'], ['microphone']];microphonemicrophone;microphonemicrophone;0.5;0.69314718056
306;[<__main__.Word instance at 0x110bf1f80>];Ethan;1_6;False;True;[['microphone']];microphone;microphone;1.0;0.0
307;"[<__main__.Word instance at 0x110bf41b8>
 <__main__.Word instance at 0x110bf4248>]";Ethan;1_6;False;True;[['little', 'star']];littlestar;littlestar;1.0;0.0
308;[<__main__.Word instance at 0x110bf42d8>];Ethan;1_6;False;True;[['camera']];camera;camera;1.0;0.0
309;"[<__main__.Word instance at 0x110bf47a0>
 <__main__.Word instance at 0x110bf4710>]";Ethan;1_6;True;NaN;NaN;sohigh;NaN;NaN;NaN
310;[<__main__.Word instance at 0x110bf4878>];Ethan;1_6;False;True;[['juice']];juice;juice;1.0;0.0
311;[<__main__.Word instance at 0x110bf4560>];Ethan;1_6;False;True;[['juice']];juice;juice;1.0;0.0
312;[<__main__.Word instance at 0x110bf4830>];Ethan;1_6;False;True;[['juice']];juice;juice;1.0;0.0
313;[<__main__.Word instance at 0x110bf4638>];Ethan;1_6;True;NaN;NaN;water;NaN;NaN;NaN
314;"[<__main__.Word instance at 0x110bf4950>
 <__main__.Word instance at 0x110bf4ef0>]";Ethan;1_6;False;True;[['book'], ['book']];bookbook;bookbook;0.5;0.69314718056
315;"[<__main__.Word instance at 0x110bf4cb0>
 <__main__.Word instance at 0x110bf4e18>
 <__main__.Word instance at 0x110bf4f80>]";Ethan;1_6;False;True;[['I'], ['want'], ['book']];Iwantbook;Iwantbook;0.166666666667;1.79175946923
316;[<__main__.Word instance at 0x110bf8200>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
317;[<__main__.Word instance at 0x110bf84d0>];Ethan;1_6;False;True;[['red']];red;red;1.0;0.0
318;"[<__main__.Word instance at 0x110bf8758>
 <__main__.Word instance at 0x110bf8290>]";Ethan;1_6;True;NaN;NaN;bearcow;NaN;NaN;NaN
319;[<__main__.Word instance at 0x110bf83f8>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
320;[<__main__.Word instance at 0x110bf89e0>];Ethan;1_6;False;True;[['horse']];horse;horse;1.0;0.0
321;[<__main__.Word instance at 0x110bf86c8>];Ethan;1_6;True;NaN;NaN;games;NaN;NaN;NaN
322;[<__main__.Word instance at 0x110bf8c68>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
323;[<__main__.Word instance at 0x110bf8e60>];Ethan;1_6;False;True;[['red']];red;red;1.0;0.0
324;[<__main__.Word instance at 0x110bfa1b8>];Ethan;1_6;True;NaN;NaN;horsie;NaN;NaN;NaN
325;"[<__main__.Word instance at 0x110bfa248>
 <__main__.Word instance at 0x110bfa3f8>
 <__main__.Word instance at 0x110bfa2d8>
 <__main__.Word instance at 0x110bfa5f0>]";Ethan;1_6;False;False;[['up'], ['giddy'], ['up', 'giddy']];giddyupgiddyup;giddyupupgiddy;0.166666666667;-0.182321556794
326;[<__main__.Word instance at 0x110bfa7a0>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
327;"[<__main__.Word instance at 0x110bfac68>
 <__main__.Word instance at 0x110bfac20>]";Ethan;1_6;False;True;[['oink'], ['oink']];oinkoink;oinkoink;0.5;0.69314718056
328;"[<__main__.Word instance at 0x110bfaab8>
 <__main__.Word instance at 0x110bfad88>]";Ethan;1_6;False;True;[['oink'], ['oink']];oinkoink;oinkoink;0.5;0.69314718056
329;[<__main__.Word instance at 0x110bfae60>];Ethan;1_6;True;NaN;NaN;horsie;NaN;NaN;NaN
330;"[<__main__.Word instance at 0x110bfa998>
 <__main__.Word instance at 0x110bfd170>
 <__main__.Word instance at 0x110bfd098>
 <__main__.Word instance at 0x110bfd2d8>]";Ethan;1_6;False;False;[['up'], ['giddy'], ['up', 'giddy']];giddyupgiddyup;giddyupupgiddy;0.166666666667;-0.182321556794
331;[<__main__.Word instance at 0x110bfd488>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
332;"[<__main__.Word instance at 0x110bfd680>
 <__main__.Word instance at 0x110bfd518>
 <__main__.Word instance at 0x110bfd710>
 <__main__.Word instance at 0x110bfd368>
 <__main__.Word instance at 0x110bfd950>]";Ethan;1_6;True;NaN;NaN;horsiegiddyupgiddyup;NaN;NaN;NaN
333;[<__main__.Word instance at 0x110bfdb90>];Ethan;1_6;True;NaN;NaN;neigh;NaN;NaN;NaN
334;[<__main__.Word instance at 0x110bfd9e0>];Ethan;1_6;True;NaN;NaN;horsie;NaN;NaN;NaN
335;[<__main__.Word instance at 0x110bfdc68>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
336;[<__main__.Word instance at 0x110bfde60>];Ethan;1_6;True;NaN;NaN;horsie;NaN;NaN;NaN
337;"[<__main__.Word instance at 0x110bfdf80>
 <__main__.Word instance at 0x110c00098>
 <__main__.Word instance at 0x110c00290>
 <__main__.Word instance at 0x110c00128>]";Ethan;1_6;False;False;[['giddy'], ['up', 'giddy'], ['up']];giddyupgiddyup;giddyupupgiddy;0.166666666667;-0.182321556794
338;"[<__main__.Word instance at 0x110c001b8>
 <__main__.Word instance at 0x110c00320>]";Ethan;1_6;False;True;[['up'], ['giddy']];giddyup;giddyup;0.5;0.69314718056
339;[<__main__.Word instance at 0x110c004d0>];Ethan;1_6;False;True;[['book']];book;book;1.0;0.0
340;"[<__main__.Word instance at 0x110c00488>
 <__main__.Word instance at 0x110c00878>
 <__main__.Word instance at 0x110c00830>]";Ethan;1_6;True;NaN;NaN;horsiegiddyup;NaN;NaN;NaN
341;"[<__main__.Word instance at 0x110c00a70>
 <__main__.Word instance at 0x110c00ea8>
 <__main__.Word instance at 0x110c00d40>
 <__main__.Word instance at 0x110c00fc8>]";Ethan;1_6;False;False;[['up', 'giddy'], ['giddy'], ['up']];giddyupgiddyup;giddyupupgiddy;0.166666666667;-0.182321556794
342;[<__main__.Word instance at 0x110c00b90>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
343;[<__main__.Word instance at 0x110c040e0>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
344;[<__main__.Word instance at 0x110c04170>];Ethan;1_6;False;True;[['baby']];baby;baby;1.0;0.0
345;[<__main__.Word instance at 0x110c04638>];Ethan;1_6;False;True;[['baby']];baby;baby;1.0;0.0
346;[<__main__.Word instance at 0x110c047a0>];Ethan;1_6;False;True;[['baby']];baby;baby;1.0;0.0
347;[<__main__.Word instance at 0x110c04b00>];Ethan;1_6;True;NaN;NaN;cup;NaN;NaN;NaN
348;"[<__main__.Word instance at 0x110c04b48>
 <__main__.Word instance at 0x110c045a8>]";Ethan;1_6;False;True;[['pick'], ['up']];pickup;pickup;0.5;0.69314718056
349;[<__main__.Word instance at 0x110c04cb0>];Ethan;1_6;True;NaN;NaN;Annie;NaN;NaN;NaN
350;[<__main__.Word instance at 0x110c04998>];Ethan;1_6;False;True;[['baby']];baby;baby;1.0;0.0
351;"[<__main__.Word instance at 0x110c04488>
 <__main__.Word instance at 0x110c04fc8>]";Ethan;1_6;False;False;[['here'], ['go']];herego;gohere;0.5;-0.69314718056
352;[<__main__.Word instance at 0x110c07128>];Ethan;1_6;False;True;[['go']];go;go;1.0;0.0
353;[<__main__.Word instance at 0x110c07488>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
354;[<__main__.Word instance at 0x110c078c0>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
355;[<__main__.Word instance at 0x110c07b48>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
356;[<__main__.Word instance at 0x110c07c20>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
357;[<__main__.Word instance at 0x110c07cf8>];Ethan;1_6;True;NaN;NaN;horsie;NaN;NaN;NaN
358;[<__main__.Word instance at 0x110c07d88>];Ethan;1_6;False;True;[['book']];book;book;1.0;0.0
359;[<__main__.Word instance at 0x110c07e60>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
360;[<__main__.Word instance at 0x110c07680>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
361;[<__main__.Word instance at 0x110c0a170>];Ethan;1_6;False;True;[['lamb']];lamb;lamb;1.0;0.0
362;"[<__main__.Word instance at 0x110c0a128>
 <__main__.Word instance at 0x110c0a290>]";Ethan;1_6;False;True;[['lamb'], ['little']];littlelamb;littlelamb;0.5;0.69314718056
363;"[<__main__.Word instance at 0x110c0a320>
 <__main__.Word instance at 0x110c0a710>]";Ethan;1_6;True;NaN;NaN;asleepdream;NaN;NaN;NaN
364;"[<__main__.Word instance at 0x110c0a8c0>
 <__main__.Word instance at 0x110c0a7a0>
 <__main__.Word instance at 0x110c0ab00>]";Ethan;1_6;False;False;[['looking', 'at'], ['me']];lookingatme;melookingat;0.5;-0.69314718056
365;[<__main__.Word instance at 0x110c0ab90>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
366;[<__main__.Word instance at 0x110c0a6c8>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
367;[<__main__.Word instance at 0x110c0d050>];Ethan;1_6;False;True;[['horse']];horse;horse;1.0;0.0
368;[<__main__.Word instance at 0x110c0d170>];Ethan;1_6;False;True;[['horse']];horse;horse;1.0;0.0
369;[<__main__.Word instance at 0x110c0d560>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
370;"[<__main__.Word instance at 0x110c0d878>
 <__main__.Word instance at 0x110c0d6c8>
 <__main__.Word instance at 0x110c0d8c0>
 <__main__.Word instance at 0x110c0d758>
 <__main__.Word instance at 0x110c0d998>]";Ethan;1_6;False;False;[['saw'], ['looking', 'at'], ['me'], ['pig']];sawpiglookingatme;melookingatsawpig;0.0416666666667;-0.0425596144188
371;"[<__main__.Word instance at 0x110c0dc20>
 <__main__.Word instance at 0x110c0db90>
 <__main__.Word instance at 0x110c0dcf8>
 <__main__.Word instance at 0x110c0db48>]";Ethan;1_6;False;False;[['looking', 'at'], ['me'], ['lamb']];lamblookingatme;melookingatlamb;0.166666666667;-0.182321556794
372;[<__main__.Word instance at 0x110c0dfc8>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
373;[<__main__.Word instance at 0x110c10248>];Ethan;1_6;False;True;[['cow']];cow;cow;1.0;0.0
374;"[<__main__.Word instance at 0x110c10050>
 <__main__.Word instance at 0x110c10368>]";Ethan;1_6;True;NaN;NaN;animalhouse;NaN;NaN;NaN
375;[<__main__.Word instance at 0x110c10560>];Ethan;1_6;False;True;[['barn']];barn;barn;1.0;0.0
376;"[<__main__.Word instance at 0x110c106c8>
 <__main__.Word instance at 0x110c10638>]";Ethan;1_6;True;NaN;NaN;farmerlive;NaN;NaN;NaN
377;"[<__main__.Word instance at 0x110c10488>
 <__main__.Word instance at 0x110c10b90>]";Ethan;1_6;False;True;[['farmer', 'lives']];farmerlives;farmerlives;1.0;0.0
378;[<__main__.Word instance at 0x110c10c68>];Ethan;1_6;True;NaN;NaN;mine;NaN;NaN;NaN
379;[<__main__.Word instance at 0x110c10cf8>];Ethan;1_6;False;True;[['house']];house;house;1.0;0.0
380;[<__main__.Word instance at 0x110c107e8>];Ethan;1_6;False;True;[['house']];house;house;1.0;0.0
381;"[<__main__.Word instance at 0x110c131b8>
 <__main__.Word instance at 0x110c13290>
 <__main__.Word instance at 0x110c13098>
 <__main__.Word instance at 0x110c13368>]";Ethan;1_6;False;True;[['door'], ['door'], ['door'], ['another']];dooranotherdoordoor;dooranotherdoordoor;0.0416666666667;3.17805383035
382;[<__main__.Word instance at 0x110c133f8>];Ethan;1_6;False;True;[['yes']];yes;yes;1.0;0.0
383;[<__main__.Word instance at 0x110c135f0>];Ethan;1_6;True;NaN;NaN;mine;NaN;NaN;NaN
384;[<__main__.Word instance at 0x110c137a0>];Ethan;1_6;False;True;[['farmer']];farmer;farmer;1.0;0.0
385;"[<__main__.Word instance at 0x110c13ab8>
 <__main__.Word instance at 0x110c13cf8>]";Ethan;1_6;False;True;[['house'], ['house']];househouse;househouse;0.5;0.69314718056
386;"[<__main__.Word instance at 0x110c13d88>
 <__main__.Word instance at 0x110c13908>
 <__main__.Word instance at 0x110c13f38>]";Ethan;1_6;True;NaN;NaN;farmerlivehouse;NaN;NaN;NaN
387;[<__main__.Word instance at 0x110c13b90>];Ethan;1_6;True;NaN;NaN;window;NaN;NaN;NaN
388;[<__main__.Word instance at 0x110c16050>];Ethan;1_6;False;True;[['door']];door;door;1.0;0.0
389;"[<__main__.Word instance at 0x110c16248>
 <__main__.Word instance at 0x110c164d0>
 <__main__.Word instance at 0x110c163b0>
 <__main__.Word instance at 0x110c165f0>]";Ethan;1_6;True;NaN;NaN;lookwindowoutwindow;NaN;NaN;NaN
390;"[<__main__.Word instance at 0x110c16680>
 <__main__.Word instance at 0x110c163f8>
 <__main__.Word instance at 0x110c16710>]";Ethan;1_6;True;NaN;NaN;farmerwashhands;NaN;NaN;NaN
391;[<__main__.Word instance at 0x110c16908>];Ethan;1_6;False;True;[['chair']];chair;chair;1.0;0.0
392;"[<__main__.Word instance at 0x110c16a70>
 <__main__.Word instance at 0x110c16950>]";Ethan;1_6;False;True;[['want'], ['chair']];wantchair;wantchair;0.5;0.69314718056
393;"[<__main__.Word instance at 0x110c167a0>
 <__main__.Word instance at 0x110c16bd8>]";Ethan;1_6;False;True;[['house'], ['house']];househouse;househouse;0.5;0.69314718056
394;"[<__main__.Word instance at 0x110c16ea8>
 <__main__.Word instance at 0x110c16e18>]";Ethan;1_6;True;NaN;NaN;diedie;NaN;NaN;NaN
395;[<__main__.Word instance at 0x110c16d88>];Ethan;1_6;False;True;[['two']];two;two;1.0;0.0
396;"[<__main__.Word instance at 0x110c190e0>
 <__main__.Word instance at 0x110c192d8>]";Ethan;1_6;False;True;[['down'], ['down']];downdown;downdown;0.5;0.69314718056
397;[<__main__.Word instance at 0x110c193f8>];Ethan;1_6;False;True;[['sit']];sit;sit;1.0;0.0
398;"[<__main__.Word instance at 0x110c19488>
 <__main__.Word instance at 0x110c19680>
 <__main__.Word instance at 0x110c19518>
 <__main__.Word instance at 0x110c19758>
 <__main__.Word instance at 0x110c19290>
 <__main__.Word instance at 0x110c19950>
 <__main__.Word instance at 0x110c197e8>]";Ethan;1_6;False;False;[['sit'], ['sit'], ['farmer'], ['farmer'], ['chair'], ['chair'], ['farmer']];farmersitchairfarmerfarmersitchair;farmersitfarmersitfarmerchairchair;0.000198412698413;-0.000198432384816
399;"[<__main__.Word instance at 0x110c19a70>
 <__main__.Word instance at 0x110c19bd8>
 <__main__.Word instance at 0x110c19170>
 <__main__.Word instance at 0x110c19c68>]";Ethan;1_6;False;False;[['eat'], ['breakfast'], ['gonna'], ['eat']];gonnaeateatbreakfast;eatgonnaeatbreakfast;0.0416666666667;-0.0425596144188
400;[<__main__.Word instance at 0x110c19cf8>];Ethan;1_6;False;True;[['food']];food;food;1.0;0.0
401;[<__main__.Word instance at 0x110c19ef0>];Ethan;1_6;False;True;[['outside']];outside;outside;1.0;0.0
402;[<__main__.Word instance at 0x110c19fc8>];Ethan;1_6;False;True;[['outside']];outside;outside;1.0;0.0
403;"[<__main__.Word instance at 0x110c1c1b8>
 <__main__.Word instance at 0x110c1c098>
 <__main__.Word instance at 0x110c1c368>]";Ethan;1_6;True;NaN;NaN;umbrellagooutside;NaN;NaN;NaN
404;[<__main__.Word instance at 0x110c1c518>];Ethan;1_6;True;NaN;NaN;oops;NaN;NaN;NaN
405;"[<__main__.Word instance at 0x110c1c710>
 <__main__.Word instance at 0x110c1c5a8>]";Ethan;1_6;True;NaN;NaN;upstairsto;NaN;NaN;NaN
406;[<__main__.Word instance at 0x110c1c4d0>];Ethan;1_6;False;True;[['breakfast']];breakfast;breakfast;1.0;0.0
407;[<__main__.Word instance at 0x110c1c758>];Ethan;1_6;False;True;[['there']];there;there;1.0;0.0
408;"[<__main__.Word instance at 0x110c1c998>
 <__main__.Word instance at 0x110c1cab8>]";Ethan;1_6;True;NaN;NaN;stovestove;NaN;NaN;NaN
409;"[<__main__.Word instance at 0x110c1cb90>
 <__main__.Word instance at 0x110c1ca70>]";Ethan;1_6;True;NaN;NaN;stovestove;NaN;NaN;NaN
410;[<__main__.Word instance at 0x110c1cea8>];Ethan;1_6;True;NaN;NaN;stove;NaN;NaN;NaN
411;[<__main__.Word instance at 0x110c1cd88>];Ethan;1_6;False;True;[['house']];house;house;1.0;0.0
412;"[<__main__.Word instance at 0x110c1f170>
 <__main__.Word instance at 0x110c1f050>]";Ethan;1_6;False;False;[['bed'], ['right']];bedright;rightbed;0.5;-0.69314718056
413;[<__main__.Word instance at 0x110c1f320>];Ethan;1_6;False;True;[['bed']];bed;bed;1.0;0.0
414;[<__main__.Word instance at 0x110c1f3b0>];Ethan;1_6;False;True;[['daddy']];daddy;daddy;1.0;0.0
415;[<__main__.Word instance at 0x110c1f638>];Ethan;1_6;True;NaN;NaN;sleep;NaN;NaN;NaN
416;[<__main__.Word instance at 0x110c1fab8>];Ethan;1_6;True;NaN;NaN;somebody;NaN;NaN;NaN
417;[<__main__.Word instance at 0x110c1fb90>];Ethan;1_6;False;True;[['no']];no;no;1.0;0.0
418;[<__main__.Word instance at 0x110c1fcf8>];Ethan;1_6;False;True;[['yeah']];yeah;yeah;1.0;0.0
419;"[<__main__.Word instance at 0x110c1fef0>
 <__main__.Word instance at 0x110c1fdd0>
 <__main__.Word instance at 0x110c1ff80>]";Ethan;1_6;False;True;[['wheel', 'came'], ['off']];wheelcameoff;wheelcameoff;0.5;0.69314718056
420;"[<__main__.Word instance at 0x110c220e0>
 <__main__.Word instance at 0x110c22290>
 <__main__.Word instance at 0x110c22170>]";Ethan;1_6;False;False;[['wheel'], ['off'], ['come']];wheelcomeoff;comeoffwheel;0.166666666667;-0.182321556794
421;"[<__main__.Word instance at 0x110c22320>
 <__main__.Word instance at 0x110c225f0>
 <__main__.Word instance at 0x110c22560>]";Ethan;1_6;False;False;[['off'], ['wheel'], ['come']];wheelcomeoff;comeoffwheel;0.166666666667;-0.182321556794
422;"[<__main__.Word instance at 0x110c22830>
 <__main__.Word instance at 0x110c22758>
 <__main__.Word instance at 0x110c22908>]";Ethan;1_6;False;False;[['wheel'], ['off'], ['come']];wheelcomeoff;comeoffwheel;0.166666666667;-0.182321556794
423;"[<__main__.Word instance at 0x110c22ab8>
 <__main__.Word instance at 0x110c22998>]";Ethan;1_6;False;True;[['oh'], ['no']];ohno;ohno;0.5;0.69314718056
424;"[<__main__.Word instance at 0x110c22cb0>
 <__main__.Word instance at 0x110c22f80>]";Ethan;1_6;False;True;[['Play_Doh'], ['more']];morePlay_Doh;morePlay_Doh;0.5;0.69314718056
425;[<__main__.Word instance at 0x110c28170>];Ethan;1_6;False;True;[['bat']];bat;bat;1.0;0.0
426;[<__main__.Word instance at 0x110c28290>];Ethan;1_6;False;True;[['hit']];hit;hit;1.0;0.0
427;[<__main__.Word instance at 0x110c28098>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
428;[<__main__.Word instance at 0x110c285a8>];Ethan;1_6;True;NaN;NaN;baseball;NaN;NaN;NaN
429;"[<__main__.Word instance at 0x110c284d0>
 <__main__.Word instance at 0x110c287a0>
 <__main__.Word instance at 0x110c28560>]";Ethan;1_6;True;NaN;NaN;baseballandtennis;NaN;NaN;NaN
430;"[<__main__.Word instance at 0x110c289e0>
 <__main__.Word instance at 0x110c28b00>]";Ethan;1_6;True;NaN;NaN;andtennis;NaN;NaN;NaN
431;[<__main__.Word instance at 0x110c28d88>];Ethan;1_6;True;NaN;NaN;basketball;NaN;NaN;NaN
432;"[<__main__.Word instance at 0x110c28ea8>
 <__main__.Word instance at 0x110c28cf8>]";Ethan;1_6;True;NaN;NaN;andtennis;NaN;NaN;NaN
433;[<__main__.Word instance at 0x110c28ab8>];Ethan;1_6;True;NaN;NaN;miss;NaN;NaN;NaN
434;[<__main__.Word instance at 0x110c25050>];Ethan;1_6;False;True;[['team']];team;team;1.0;0.0
435;"[<__main__.Word instance at 0x110c25170>
 <__main__.Word instance at 0x110c25758>]";Ethan;1_6;False;True;[['yellow', 'team']];yellowteam;yellowteam;1.0;0.0
436;"[<__main__.Word instance at 0x110c25ab8>
 <__main__.Word instance at 0x110c25950>]";Ethan;1_6;False;True;[['go', 'team']];goteam;goteam;1.0;0.0
437;[<__main__.Word instance at 0x110c25a28>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
438;"[<__main__.Word instance at 0x110c25878>
 <__main__.Word instance at 0x110c25cf8>
 <__main__.Word instance at 0x110c254d0>
 <__main__.Word instance at 0x110c25d88>]";Ethan;1_6;False;False;[['hit'], ['I'], ['and'], ['ball']];andIhitball;Iandhitball;0.0416666666667;-0.0425596144188
439;[<__main__.Word instance at 0x110c25f80>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
440;[<__main__.Word instance at 0x110c25518>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
441;"[<__main__.Word instance at 0x110c2b248>
 <__main__.Word instance at 0x110c2b128>]";Ethan;1_6;False;True;[['go', 'team']];goteam;goteam;1.0;0.0
442;"[<__main__.Word instance at 0x110c2b440>
 <__main__.Word instance at 0x110c2b5a8>]";Ethan;1_6;False;True;[['go', 'team']];goteam;goteam;1.0;0.0
443;[<__main__.Word instance at 0x110c2b638>];Ethan;1_6;False;True;[['mom']];mom;mom;1.0;0.0
444;[<__main__.Word instance at 0x110c2b7e8>];Ethan;1_6;False;True;[['house']];house;house;1.0;0.0
445;[<__main__.Word instance at 0x110c2bab8>];Ethan;1_6;True;NaN;NaN;square;NaN;NaN;NaN
446;"[<__main__.Word instance at 0x110c2bb90>
 <__main__.Word instance at 0x110c2bcf8>]";Ethan;1_6;False;True;[['ball'], ['little']];littleball;littleball;0.5;0.69314718056
447;"[<__main__.Word instance at 0x110c2be18>
 <__main__.Word instance at 0x110c2b998>]";Ethan;1_6;False;True;[['ball'], ['little']];littleball;littleball;0.5;0.69314718056
448;[<__main__.Word instance at 0x110c2bf38>];Ethan;1_6;False;True;[['little']];little;little;1.0;0.0
449;[<__main__.Word instance at 0x110c2f098>];Ethan;1_6;False;True;[['little']];little;little;1.0;0.0
450;"[<__main__.Word instance at 0x110c2f3f8>
 <__main__.Word instance at 0x110c2f170>]";Ethan;1_6;True;NaN;NaN;littlepancake;NaN;NaN;NaN
451;"[<__main__.Word instance at 0x110c2f200>
 <__main__.Word instance at 0x110c2f680>]";Ethan;1_6;True;NaN;NaN;littlepancake;NaN;NaN;NaN
452;[<__main__.Word instance at 0x110c2f908>];Ethan;1_6;False;True;[['house']];house;house;1.0;0.0
453;[<__main__.Word instance at 0x110c2f710>];Ethan;1_6;False;True;[['my']];my;my;1.0;0.0
454;[<__main__.Word instance at 0x110c2fb48>];Ethan;1_6;False;True;[['my']];my;my;1.0;0.0
455;[<__main__.Word instance at 0x110c2fe18>];Ethan;1_6;False;True;[['my']];my;my;1.0;0.0
456;[<__main__.Word instance at 0x110c2f8c0>];Ethan;1_6;False;True;[['my']];my;my;1.0;0.0
457;[<__main__.Word instance at 0x110c2fd40>];Ethan;1_6;False;True;"[[""Ethan's""]]";Ethan's;Ethan's;1.0;0.0
458;[<__main__.Word instance at 0x110c32128>];Ethan;1_6;False;True;[['my']];my;my;1.0;0.0
459;"[<__main__.Word instance at 0x110c32098>
 <__main__.Word instance at 0x110c32290>
 <__main__.Word instance at 0x110c324d0>]";Ethan;1_6;False;True;[['go'], ['mom'], ['let']];letgomom;letgomom;0.166666666667;1.79175946923
460;"[<__main__.Word instance at 0x110c325a8>
 <__main__.Word instance at 0x110c32638>
 <__main__.Word instance at 0x110c323b0>]";Ethan;1_6;False;True;[['mom'], ['go'], ['let']];letgomom;letgomom;0.166666666667;1.79175946923
461;[<__main__.Word instance at 0x110c32560>];Ethan;1_6;True;NaN;NaN;doggy;NaN;NaN;NaN
462;[<__main__.Word instance at 0x110c32a28>];Ethan;1_6;True;NaN;NaN;puppy;NaN;NaN;NaN
463;[<__main__.Word instance at 0x110c32998>];Ethan;1_6;False;True;[['baby']];baby;baby;1.0;0.0
464;"[<__main__.Word instance at 0x110c327a0>
 <__main__.Word instance at 0x110c32d88>]";Ethan;1_6;True;NaN;NaN;ticktock;NaN;NaN;NaN
465;"[<__main__.Word instance at 0x110c32fc8>
 <__main__.Word instance at 0x110c32ea8>]";Ethan;1_6;False;True;[['book'], ['book']];bookbook;bookbook;0.5;0.69314718056
466;[<__main__.Word instance at 0x110c350e0>];Ethan;1_6;False;True;[['book']];book;book;1.0;0.0
467;[<__main__.Word instance at 0x110c35170>];Ethan;1_6;False;True;[['on']];on;on;1.0;0.0
468;"[<__main__.Word instance at 0x110c353f8>
 <__main__.Word instance at 0x110c355f0>
 <__main__.Word instance at 0x110c35440>]";Ethan;1_6;False;True;[['backpack'], ['Ethan'], ['has']];Ethanhasbackpack;Ethanhasbackpack;0.166666666667;1.79175946923
469;"[<__main__.Word instance at 0x110c355a8>
 <__main__.Word instance at 0x110c35878>]";Ethan;1_6;False;True;[['dump'], ['it']];dumpit;dumpit;0.5;0.69314718056
470;[<__main__.Word instance at 0x110c35a28>];Ethan;1_6;True;NaN;NaN;drum;NaN;NaN;NaN
471;"[<__main__.Word instance at 0x110c35bd8>
 <__main__.Word instance at 0x110c35ab8>]";Ethan;1_6;False;True;[['and', 'dump']];anddump;anddump;1.0;0.0
472;"[<__main__.Word instance at 0x110c35998>
 <__main__.Word instance at 0x110c35cf8>
 <__main__.Word instance at 0x110c35a70>]";Ethan;1_6;False;False;[['it'], ['and', 'dump']];anddumpit;itanddump;0.5;-0.69314718056
473;"[<__main__.Word instance at 0x110c35e18>
 <__main__.Word instance at 0x110c35fc8>
 <__main__.Word instance at 0x110c35c20>
 <__main__.Word instance at 0x110c35830>
 <__main__.Word instance at 0x110c38170>]";Ethan;1_6;False;True;[['lift'], ['it'], ['and', 'dump'], ['it']];liftitanddumpit;liftitanddumpit;0.0416666666667;3.17805383035
