,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,repetition,correctedscore
201,201,[<__main__.Word instance at 0x110dcc998>],Ethan,1_0,True,,,catch,,,NaN,NaN
202,202,[<__main__.Word instance at 0x110dcf098>],Ethan,1_0,True,,,catch,,,NaN,NaN
203,203,[<__main__.Word instance at 0x110dcf128>],Ethan,1_0,True,,,catch,,,NaN,NaN
204,204,[<__main__.Word instance at 0x110dcf878>],Ethan,1_0,True,,,catch,,,NaN,NaN
205,205,[<__main__.Word instance at 0x110dcf8c0>],Ethan,1_0,False,True,[['ball']],ball,ball,1.0,False,-0.0
206,206,"[<__main__.Word instance at 0x110dcfbd8>
 <__main__.Word instance at 0x110dcfb00>]",Ethan,1_0,False,True,"[['little'], ['ball']]",littleball,littleball,0.5,False,0.6931471805599453
207,207,[<__main__.Word instance at 0x110dcfab8>],Ethan,1_0,True,,,catch,,,NaN,NaN
208,208,[<__main__.Word instance at 0x110dcfc20>],Ethan,1_0,True,,,catch,,,NaN,NaN
209,209,[<__main__.Word instance at 0x110dcf440>],Ethan,1_0,False,True,[['ball']],ball,ball,1.0,False,-0.0
210,210,[<__main__.Word instance at 0x110dcf6c8>],Ethan,1_0,False,True,[['ball']],ball,ball,1.0,False,-0.0
211,211,[<__main__.Word instance at 0x110dd26c8>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
212,212,[<__main__.Word instance at 0x110dd25a8>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
213,213,[<__main__.Word instance at 0x110dd2128>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
214,214,[<__main__.Word instance at 0x110dd2ab8>],Ethan,1_0,False,True,[['kitty']],kitty,kitty,1.0,False,-0.0
215,215,[<__main__.Word instance at 0x110dd2cf8>],Ethan,1_0,False,True,[['cat']],cat,cat,1.0,False,-0.0
216,216,[<__main__.Word instance at 0x110dd2b90>],Ethan,1_0,False,True,[['cat']],cat,cat,1.0,False,-0.0
217,217,[<__main__.Word instance at 0x110dd2d40>],Ethan,1_0,False,True,[['cat']],cat,cat,1.0,False,-0.0
218,218,[<__main__.Word instance at 0x110dd2878>],Ethan,1_0,False,True,[['cat']],cat,cat,1.0,False,-0.0
219,219,[<__main__.Word instance at 0x110dd6050>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
220,220,[<__main__.Word instance at 0x110dd6200>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
221,221,[<__main__.Word instance at 0x110dd6290>],Ethan,1_0,False,True,[['cat']],cat,cat,1.0,False,-0.0
222,222,[<__main__.Word instance at 0x110dd65a8>],Ethan,1_0,False,True,[['cat']],cat,cat,1.0,False,-0.0
223,223,[<__main__.Word instance at 0x110dd6368>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
224,224,"[<__main__.Word instance at 0x110dd6518>
 <__main__.Word instance at 0x110dd6f38>
 <__main__.Word instance at 0x110dd6e18>]",Ethan,1_0,False,True,"[['ball'], ['ball'], ['ball']]",ballballball,ballballball,1.0,True,-0.0
225,225,"[<__main__.Word instance at 0x110dd6e60>
 <__main__.Word instance at 0x110dd6758>]",Ethan,1_0,False,True,"[['a', 'ball']]",aball,aball,1.0,False,-0.0
226,226,[<__main__.Word instance at 0x110dd9320>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
227,227,[<__main__.Word instance at 0x110dd93b0>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
228,228,[<__main__.Word instance at 0x110dd97a0>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
229,229,"[<__main__.Word instance at 0x110dd99e0>
 <__main__.Word instance at 0x110dd9908>]",Ethan,1_0,False,True,"[['bear'], ['bear']]",bearbear,bearbear,1.0,True,-0.0
230,230,[<__main__.Word instance at 0x110dd9bd8>],Ethan,1_0,False,True,[['bear']],bear,bear,1.0,False,-0.0
231,231,[<__main__.Word instance at 0x110dd9c20>],Ethan,1_0,False,True,[['ball']],ball,ball,1.0,False,-0.0
